rating,content,date
1,Das neue Update ist extrem schlecht. Viele Funktionen sind einfach weg. Eigentlich ist die App jetzt unbrauchbar.,2021-06-05 18:40:31
1,Wo kann ich Dokumenten Downloaden? Damit ich diese hollen kann muss ich jedes mal mich am PC oder Laptop einlogen... wo zu brauche ich dann diese APP wenn ich immer wieder PC brauche. Please Fix it!,2021-06-05 14:21:03
1,"Ein riesen Rückschritt, sehr frustrierende app. Mittlerweile funktioniert nicht mal mehr die Scan-Funktion. Bei der Richtung, in die sich PostFinance bewegt, muss ich mich fragen, ob es wirklich noch das richtige Institut für mich ist.",2021-06-05 12:04:07
1,"Auch wenn PF scheinbar 1000de Bewertungen löschen lässt und uns Kunden weis machen will die App sei der letzte Schrei, Tatsache bleibt dass die neue PF auch nach dem Juni Update immer noch eine unfertige, nicht durchdachte App ist.",2021-06-05 09:44:37
1,Seit dem Update nicht mehr zu gebrauchen. Kann mich zu 90% nicht einloggen und somit auch keine Rechnungen mehr scannen. Schnellzugriff fehlt auch. Miserabel. Auch 3 Monate später ist das Login noch immer reine Glückssache. Unfassbar.,2021-06-05 07:29:20
5,"Hab gerade etwas per App eingezahlt. Normal mache ich das immer mit dem PC. Und ich muss sagen die App sieht einfach Klasse aus. Nach dem Update ist sie endlich Zeitgemäss, vielleicht sogar etwas der Zeit voraus, wenn ich mir hier einige Komentare durchlese ;) Meiner Meinung nach wurde hier sehr gute Arbeit geleistet. Danke!",2021-06-05 07:12:25
1,"Da man die Benutzeridentifikation nicht eingeben kann, muss man wieder herkömlich einloggen. Die Postfinance entwickelt sich nur noch rückwärts, mehr verlangen und weniger bringen 😞",2021-06-05 07:06:35
1,Kein zugriff auf kreditkarte🙄 am wochenende fehlt mein kreditkartenkonto.. nicht akzeptabel bei wiederholung wird postkonto gekündigt!😡 Edit kartenkonto weiter massiv fehlerhaft.. kündigung des kontos folgt!,2021-06-04 21:01:56
2,"Never change a winning horse! Ich kenne es aus meiner Branche. Es muss immer alles verbessert werden. Die Kundenbedürfnisse werden aber nicht eingeholt. Lieber tischt man ihnen ein halbfertiges Produkt auf und ist dann auch noch völlig erstaunt, wenn es zu Reklamationen kommt. Zuviel Liquidität und Innovationsdrang führt eben zu solchen teuren Flopp-Projekten. Zum Glück ist man frei in der Bankenwahl. Schade PF. Wie wär's mit einem Management-Wechsel ? 🤬",2021-06-04 20:55:58
5,Laufend neue Optionen Top,2021-06-04 20:48:05
1,"Die App ist weder stabil noch benutzerfreundlich. Dann hat sie noch reklamiert, dass das Handy rooted sei, obwohl dies nicht der Fall ist",2021-06-04 17:08:11
1,Totale Katastrophe. Unbrauchbar. Sorry was geht bei euch schief? Update 04.06.2021 Immer noch unbrauchbar. Wo sind die erledigten Zahlungen? Damit man sie kopieren kann und einfach wie bei der alten App eine neue Zahlung daraus machen kann. Wie ignorant seid ihr um nicht auf Wünsche zu reagieren. In der Presse werden sogar Berichte geschrieben dass die App unbrauchbar ist.,2021-06-04 16:45:38
1,"Scan & Pay wurde in den letzten Updates immer noch nicht gefixt. Mühsam, obwohl gemäss developer Antwort weiter unten das Problem ja bekannt sei. Die App selbst mangelt an jedem 101 moderner UX Prinzipien. Empfehle postfinance dringend hier mal eine UX-Fachkraft einzustellen. Falls schon geschehen: Stelle mit der falschen Person besetzt...",2021-06-04 16:21:45
5,Die App ist sehr gut geworden.,2021-06-04 16:12:54
2,"Edit: Es wird besser, 2. Sternchen verdient. Weiter so. Sorry Leute, aber was habt Ihr getan? Die neue Version ist einfach nur Schrott und wichtige Funktionen fehlen oder funktionieren nicht! Z.B. verlangt die App eine Telefonnummer welche ich nicht eingeben kann (Fehlermeldung). Kurz, Eure Konkurenz feiert die neue App hart und freut sich über so viel Inkompetenz.",2021-06-04 15:06:23
1,"Seit dem Update sind Auslandsüberweisungen nicht mehr möglich. Zudem kommt noch, dass Scan and Pay nur noch selten funktioniert. Werde mich aufgrund von dieser miserablen Update endgültig nach einer anderen Bank umsehen",2021-06-04 14:55:15
1,"Seit Update keine nutzerfreundliche Handhabung mehr. Nicht mehr zeitgemäss für flexibles E-Banking von unterwegs über das Smartphone aus. Jedes Mal den Laptop anzuschmeissen, um Auslandsüberweisungen oder Zahlungsfreigaben tätigen zu können, ist mühsam. Vorallem, wenn man den ganzen Tag geschäftlich und privat unterwegs ist. Ich möchte doch nicht den ganzen Tag den Laptop mit mir herumtragen. Bin sehr unzufrieden mit dieser Änderung und kann mich auch nach mehreren Wochen nicht dran gewöhnen.",2021-06-04 14:38:46
1,"Auch nach dem Juni Update immer noch grottenschlecht. Zahlungsvorlagen fehlen nach wie vor. Suchen nach Empfänger oder via IBAN isr unzumutbar schlecht gelöst, wer kann sich schon so etwas alles merken. Ausserdem wo ist das Problem eine Liste anzubieten? Eure unzumutbare Suchfunkzion könnt ihr ja drin lassen. Die Arroganz der PF im Umgang der Kritiken hier im Google Store ist echt unglaublich, solange die Buissness Kunden nicht abspringen kümmert die PF keine Kritik. Wir kleinen zählen nicht.",2021-06-04 10:09:08
1,10x mal schlechter als vorgänger,2021-06-04 06:17:13
1,"Ich empfinde die neue App als unfertig, ungetestet und einfach als riesiger Rückschritt. Warum zum Teufel musste PF ein derart unfertiges Produkt ohne Zwang lancieren?",2021-06-03 20:19:47
1,Unbrauchbar. Einzahlungsscheine können nicht mehr ins e finance am pc hochgeladen und dort bearbeitet werden. Es muss jetzt extra ein lesegerät gekauft werden. Pfui postfinance. Diverses anderes was man nicht braucht oder schlechter wurde. Alte app war super und machte das was man brauchte ohne diesen schnick schnack von jetzt. App wird deinstalliert. Null sterne von mir.,2021-06-03 20:11:30
1,"Schrott. Wenn man die Prepaykarte aufladen will wird der Betrag wohl vom Konto abgebucht, ist aber auf der Karte nicht verfügbar. Nachricht: Die Buchung ist pendent. Der Betrag wird in einigen TAGEN! auf die Karte überwiesen. Was früher in einigen Sekunden klappte, funktioniert nicht mehr. Einige Tage - da kann ich gleich mit dem Einzahlungsschein zum Postschalter gehen. Modern und digitalisiert ist anders.",2021-06-03 19:55:21
1,Fingerprint Login funktioniert nicht mit Samsung S8 ...Mobile ID existiert nicht musste mir ein Kartenlesegerät bestellen auf das ich immer noch warte.,2021-06-03 19:52:04
1,NACH DIESEN VERNICHTENDEN BEWERTUNGEN/KOMMENTAREN SOLLTE PostFinance BITTE RASCH ÜBER IHRE BÜCHER GEHEN!,2021-06-03 18:49:04
1,Benutze die App schon lange und war sehr zufrieden. Jetzt leider nicht mehr. Push-Nachrichten von Buchungen kommen teils Tage später und alle auf einmal. Scan&pay funktioniert nicht mehr. Muss jede Zahlung wieder manuell eingeben. Schade.,2021-06-03 18:00:43
1,Seit dem letzten Update nutzloser Platzverschwender was will ich mit der app wenn ich am ende doch alles im Browser am PC machen muss ....,2021-06-03 15:23:13
4,Wird immer besser. Dranbleiben. 😉,2021-06-03 14:49:18
1,"Seit dem Update nur noch mühsam, schliesse mich meinen Vorschreibern an; neu muss man sich teilweise für einzelne Erledigungen am PC anmelden, da es via App nicht mehr klappt; mühsam verschachtelt; gleichzeitige Nutzung am PC und Scannen von ESR geht nicht mehr.. und PS bin 30 jährig; mit ""umgewöhnen"" hat das definitiv nichts zu tun.. warum denn nicht einfach beim alten bleiben, bis das neue ausgereift ist?! Für mich der Grund - nebst den Gebührenerhöhungen - nun definitiv die ""Bank"" zu wechseln",2021-06-03 11:43:02
1,Das Login ist wirklich nicht durchdacht. Ich schleppe doch das Lesegerät nicht überall mit mir rum...,2021-06-03 11:09:39
1,So wir haben Juni 2021 wo ist das Update was einiges verbessern sollte .Laut euren Pressesprecher Johannes Möri.,2021-06-03 11:01:30
1,Einloggen bei der neuen PF App ist eine reine Glücksache. Ärgerlich diese massive Verschlechterung einer App. Leider sind Minus Punkte nicht möglich,2021-06-03 10:40:10
1,Verlochte Steuergelder,2021-06-03 10:21:01
1,Ist zum 😠,2021-06-03 09:51:17
1,"Diese App ist unglaublich schlecht, sie kann nur noch einen Bruchteil der vorherigen Version. Sie ist weder bedienungsfreundlicher noch innovativ, sie bring schlicht nur Nachteile. Sie ist einfach nur die schlechte Version der alten App. Warum wird hier niemand von der Postfinance zur Verantwortung gezogen? Ich wechsle zu einer Bank, ich habe die Nase voll von der Postfinance",2021-06-03 08:32:39
5,Gute app. Viele 1* bewertung aufgrund der kleinen soldi auf den accounts der user ergab sich aus eine representative umfrage.,2021-06-03 07:23:07
5,"Auch das systematische Bashing hier wird nichts daran ändern, dass die App tadellos funktioniert.",2021-06-03 07:21:40
2,"Sehr häufige Probleme beim Einloggen, Benachrichtigungen der App oftmals erst nach dem man sich wieder einmal eingeloggt hat- man wird daher nicht à jour gehalten, was eigentlich der Sinn von Benachrichtigungen wäre. Wenn man Informationen von Benachrichtigunen anschauen möchte, öffnet sich automatisch die App und man steht dann vor Problem 1 -kann mich nicht einloggen. Menüführung ziemlich unübersichtlich und umständlich.",2021-06-03 02:35:04
1,Furchtbar die neue App,2021-06-02 22:03:26
1,Unbrauchbar. Alte Version war benutzerfreundlicher. Scan and Pay funktioniert nun viel schlechter. Werde nun das E-Finance leider wieder auf dem Laptop verwenden müssen/Handy über den Browser. Bitte ein Rollback.,2021-06-02 21:27:10
1,"Das neuste ""Update"" ist definitiv ein grosser Rückschritt. Übersichtlichkeit und Funktionalität lassen sehr zu wünschen übrig! Aber Hauptsache, alle Jahre wieder Preisanpassungen zu Ungunsten des Kunden!! Früher war das Postkonto mal kostenfrei, damals der Hauptgrund für mein Konto bei der Post statt der Bank. Aber längst ist die Abzocke auch hier angekommen. Gebühren für ""Kontoführung"" und neuerdings sogar für die PostCard!? Einfach so, 90 Stutz p.a. abkassieren?! Wer's kann...Mafiosi!! 😠👎👎",2021-06-02 20:42:06
5,Eine Super App!!!🧡 Ich bin ein Fan von euch. Und endlich simples NFC Zahlen möglich. Daumen hoch an euer Team🏅,2021-06-02 19:56:09
1,Absolut nicht Zeitgemäss und unnötig kompliziert.,2021-06-02 19:32:09
1,"habe soeben den Zeitungsbericht gelesen, nutze zwar die App nicht, jedoch muss ich aufgrund der Gebühren die Postfinance verlassen😣😣😣.",2021-06-02 18:29:24
1,"Seit dem letzten Update leider komplett unbrauchbar, früher war alles möglich identisch zum PC. Nun kann man damit faktisch so gut wie gar nichts mehr tun, nur noch Werbung. Nicht mal mehr Sepa Zahlung ins Ausland sind möglich, selbst dann nicht wenn bereits als Zahlungsvorlage erstellt, ja nicht mal mehr sichtbar sind diese Vorlagen, nur noch im WebBrowser. Warum immer weniger Funktionalität?",2021-06-02 18:22:28
1,Das Kundenfeindlichste Konstrukt welches ich je erlebt habe! Keine der versprochenen Funktionen läuft wie versprochen! TOLL,2021-06-02 18:10:11
1,"Schade. Das Update auf die neue Version ist eine Enttäuschung. Regelmässig genutzte Funktionen wurden entfernt. Die App kommt zwar modern daher, was nutzt das aber wenn die Funktionalität nicht mehr gegeben ist.",2021-06-02 18:08:54
1,Für mich ist die neue App unbrauchbar. Ich bin mir im klaren dass eine komplett neue App eine gewisse Einarbeitungszeit benötigt. Leider ist die neue App selbst nach all den Updates immer noch nicht wirklich intuitiv bedienbar. In meinen Augen ist diese App ein Rückschritt. Bin mir ehrlichgesagt auch am überlegen meine Konten bei der Post aufzulösen.,2021-06-02 17:52:40
1,"Bananenapp (reift beim Kunden). App crasht wenn man die Codierzeile eines EZ einlesen möchte (Android 12 beta, Pixel 5).",2021-06-02 16:46:48
1,Absolut schlechtes Update dieser App. War vorher viel übersichtlicher und benutzerfreundlicher !,2021-06-02 16:04:34
3,Anstelle jeden Monat neu Dinge zu bringen vieleicht einfach mal schauen das eure App eine Woche ohne Probleme funktioniert. Die grösse um ein funktionierendes App zu supporten hättet Ihr auf Jedenfall.....,2021-06-02 14:24:36
5,Tolle App benützen wir auch Geschäftlich gerne,2021-06-02 13:23:20
1,Benutzer login einrichten funktioniert nicht mehr,2021-06-02 13:19:38
4,Langsam wird es besser mit der neuen App. Ich hoffe die Fortschritte gehen so weiter. Dann wird das doch noch erwas mit der App. ...an die Entwickler. Lasst euch nicht durch die vielen 1xsterne demotivieren.,2021-06-02 11:50:08
1,"Ich suche die ganze Zeit Geld senden. Und konnte nicht finden, sehr kompliziert irgendwie ist nicht möglich,.. alte Version war top und besser",2021-06-02 11:09:09
1,"**Achtung, mit dem neusten Update wird Google Firebase automatisch eingefügt/aktiviert! Muss manuell unter App-Einstellungen deaktiviert werden. Datenschutzmässig ein ABSOLUTES NO-GO!** Auch die App ist nach wie vor eine Katastrophe, siehe auch andere Bewertungen.",2021-06-02 09:47:26
1,Katastrophe! ScanPay funktioniert bei Codierzeilen (faktisch) nicht. Auch nicht bei besten Lichtverhältnissen. Damit ist die App unbrauchbar! Und das schon seit Monaten! Nach drei Updates immer noch keine Verbesserung!,2021-06-02 08:19:27
1,Holt euch doch bitte Hilfe von erfahrenen UX / UI Designern. Das Design und die UX sind eine Katastrophe. Es gibt so viele gute Beispiele z.B. Revolut. Die Farbwahl im E-Trading wurde wohl mit geschlossenen Augen getroffen. Kann doch nicht so schwer sein😳,2021-06-02 08:18:20
1,"***Update 2.6.21: Vorsicht: mit der neuen Version wurde ungefragt die Datenübermittlung an Google Firebase eingeführt! Wenn man das nicht möchte, muss es explizit abgeschaltet werden. Nicht gerade vertrauenserweckend für ein Finanzinstitut. An den untenstehen Kritikpunkten wurde leider nichts verbessert! ***Alles sehr langsam und träge, dazu unübersichtlich. Logout versteckt in den Einstellungen geht gar nicht. Zusätzliche Konten mit Vollmacht werden gegenüber vorher nicht mehr angezeigt. Die Mitbewerber machen es um einiges besser! ***Update nach einiger Zeit im Gebrauch: Die App ist im Vergleich zum Vorgänger wirklich viel mühsamer zu bedienen, dazu sehr, sehr, sehr träge. Neben den oben erwähnten Punkten funktioniert auch das Scannen von Einzahlungsscheinen nur selten. Ich bestätige meine 0 (1)-Sterne Bewertung auch nach der vorgeschlagenen Einarbeitungszeit! Einfach nur schade...",2021-06-02 07:42:34
4,ebill ist mittlerweile recht gut integriert und ich kann die app wieder für den alltag benutzen. leider wird das app auf meinem tablett nur 90° verdreht angezeigt. bitte repparieren!,2021-06-02 07:35:07
1,Mega schlecht Note - 0,2021-06-02 06:29:42
1,"Schlicht und ergreifend eine Zumutung. Der Zwang zur Aktuallisierung auf diese unausgereifte Version, kostet PF nun einen weiteren langjährigen Kunden",2021-06-01 19:35:43
1,Echt schade. Kann nicht einmal Auslandzahlungen tätigen. Will nicht wissen was dieser rückschritt gekostet hat. BB meine 5.- pro Monat.,2021-06-01 18:55:47
3,Es wird langsam besser...,2021-06-01 16:21:36
5,App ist für mich perfekt.,2021-06-01 14:45:48
1,"Schlechtes Update. Viele Funktionen sind nicht mehr einsehbar und man muss nun wieder am laptop einloggen um das volle ebanking nutzen zu können. Schade! Und sehr langsam ist es auch noch. Bestes Beispiel, dass man nicht alles neu erfinden muss. Die alte App war doch bereits super, weshalb verschwendet Postfinance soviel Geld für eine neue App, die es gar nicht beraucht hätte. Habe 2 von meinen Konti bereits geschlossen bei Postfinance, weitere werden folgen.",2021-06-01 08:13:50
5,Danke. Jetzt mit IBAN kopieren!,2021-06-01 07:59:27
1,Mit dem neuen Update kann ich die Codierzeilen nicht mehr einlesen! Hat vorher bestens geklappt.,2021-05-30 21:53:51
1,"Guter Ansatz die App zu modernisieren, aber im Vergleich zur Alten definitiv ein Rückschritt in puncto Benutzerfreundlichkeit und Zugang zum EFinance plus das Kaufen von Guthaben führt zum Schließen der App. Hoffe stark, dass hier nachgebessert wird und bald ein Update kommt!",2021-05-30 20:46:07
1,"Das Login mit MobileID funktioniert meist nicht, mein Smartphone meldet sie ständig als Problem-App, die Anwendung ist überhaupt nicht intuitiv und der Einzahlungsschein Scanner funktioniert auch schlechter als früher. Da haben sich wohl ein paar Entwickler verwicklicht, aber niemand hat vor dem Go Live die Kunden gefragt. Aber Hauptsache immer mehr verlangen für Dienstleistungen.",2021-05-30 14:05:00
1,Wechseln sie zurück beim alten Version dieses ist katastrophal,2021-05-30 08:55:50
1,Was soll das die besten Funktionen sind weg nur um es für oma und opa einfach zu mache einfach nur schmutz,2021-05-30 07:32:59
1,"0 Sterne. App nützt mir gar nichts, Scan funktioniert meistens nicht, gerade kam wieder ein Rechnungsauftrag zurück. Familienkonto mit Vollmacht ist auch nicht mehr einsehbar. Manchmal kann ich die App zur Authentifizierung zum Login via Browser brauchen, dies braucht bis 10 Versuche. Dieses hin und her-Spiel wäre nicht nötig . Bei der alten App hatte ich nie Probleme. Ich erledige meine Einzahlungen ab sofort wieder auf der Poststelle. Da weiss ich, dass es klappt.",2021-05-30 00:36:56
1,"Anstatt beim Update besser werden, ist bei PF alles schlechter geworden zudem Kreditkarten Aufladung dauert 3 bis 4 Tage ich glaube ich werde mein Bank Wechseln.",2021-05-29 23:30:38
1,Funktioniert nicht,2021-05-29 21:45:39
2,Ich bin zufrieden.,2021-05-29 12:17:41
1,"Ich will die alte App zurück! Sehr unübersichtlich und abgespeckt. Kurz auf das deaktivieren des ""Kontaktlosen bezahlen"" gekommen und es wurde ohne bestätigung direkt deaktiviert und muss nun am Postomat wieder aktiviert werden. Eine Katastrophe.",2021-05-29 09:28:36
1,"Leider ist die PostFinance App nach dem Update nicht mehr zu gebrauchen. Da die kosten eines PostFinance Kontos vor kurzem erhöht wurde, ist es Gründsätzlich einen Betrug der Post, wenn man mehr bezahlt für weniger Leistung",2021-05-28 20:51:50
1,"In der vorgängerversion konnte man per Fingerandruck-Login einzahlungsscheine Scannen... Habe diese Funktion häufig benutzt.. In der aktuellen Version funktioniert nichts mehr ohne Login/Code u.s.w... Wenn ich einen Einzahlungsschein Scannen will, brauche ich kein Kompliziertes Login-Theater... Absoluter Schrott!! Habe die App deinstalliert.",2021-05-28 15:17:52
1,....fingerscan funktioniert nicht. also auch keine Installation möglich.,2021-05-28 14:38:36
1,"0 Punkte! Die bisherige App war viel besser, übersichtlicher und benutzerfreundlicher, insbesondere die Suchfunktion ist miserabel, ebenso die Zahlungsvorlagen (zeigen nicht mal den vollen Namen an, geschweige dass man der Vorlage einen Namen geben kann!! Und wie soll ich eine neue Zahlungsvorlage erstellen? Kann man das etwa gar nicht mehr!?) Schwachsinn, sorry. Wer programiert sollte es erst an einigen Normalverbrauchern intern testen! - Eben funktionierte der Scanner wieder nicht.",2021-05-28 13:07:17
2,"Bei der alten App hatte man innert kurzer Zeit sofort die Buchungen gesehen. Jetzt sehe ich die erst Stunden später. Gestern einen Kauf mit Postcard getätigt, in der App wird es erst heute verbucht/angezeigt. Bei der alten App war das viel besser. Gerade wenn man knapp rechnen muss war dies sehr nützlich und heute kaum brauchbar. Auch die Benutzerfreundlichkeit lässt zu wünschen übrig. Dass selbe bei der Prepay Kreditkarte, per App kaum möglich, das verfügbare Guthaben zu sehen.",2021-05-28 12:49:08
1,"Kann mich immer weniger einlogen und habe immer mehr problem mit Abstürze, plötzliches Ausloggen, Kennwort nicht erkannt und eifaches nicht funktionieren. Bitte reparieren!!",2021-05-28 12:39:21
2,"qr code einscannen funktioniert sehr gut, aber das System erkennt nicht einen Doppelscann? Nachtrag: Seit dem neuen Appdate! funktioniert der Scan der einfachen Einzahlungsscheine überhaupt nicht mehr!!!! Samsung A71 Werde mich auf Grund der Verschlimmbesserung und der vielen anderen Unannehmlichkeiten nicht nur von der App, sondern auch Postfinance trennen. Und noch etwas: Wenn man schon als Versuchskaninchen von euch benutzt wird, dann macht wenigstens eine Gratis Hotline!!!!",2021-05-28 09:31:40
1,"Benutzerunfreundlich!! Unübersichtlich, reagiert schlecht, absolut unbrauchbar , keine Zahlungsvorlagen vorhanden, die einzelnen Konti sind nicht zu zuordnen,(erst unter Details sieht man die Kontoinfo), bei Zahlungen können nicht mehrere getrennte Zeilen als Mitteilung erfasst werden. Bei der Zahlungsvorlage ist bei mir nicht nur der Empfänger hinterlegt, sonder auch Mitteilungen, die sind in der App nicht abrufbar! Und eben nicht benutzerfreundlich, man muss die Konti ""selber"" anschreiben...., dass man die Kontobezeichnung anpassen kann ist ja gut und recht, dass aber auf den ersten Blick nicht mal die Kontonummer ersichtlich ist, finde ich recht mager...",2021-05-28 08:58:27
1,"Es wird nicht besser, sondern schlimmer, yallo preepay funktioniert nicht.",2021-05-28 08:05:20
1,"Hey Postfinance. Sie brauchen überhaupt kein weiter ausbauen, bitte bringen Sie zurück das Altes Postfinance APP. Dieser app ist gar nicht gut. Vielleicht für ihr das ist Entwicklung kann sein. Aber aber die Frage ist für wem haben Sie dieser app zur Verfügung gestellt? Für sich selber? Ich denke nein, Gell. Alle künden sind am Reklamieren. Deswegen bringen Sie uns das Alter app. OMG. Komisch. Sollte Mann nicht zu viel warten.",2021-05-28 06:59:37
1,"Massiv verschlechterte User Experience, zahlreiche Funktionen sind nicht mehr vorhanden. In Kombination mit der neuen Gebührenordnung hat sich PF arg in's Abseits manövriert. Als treuer Kunde bin ich sehr enttäuscht. Für mich unbenutzbar und nicht Kundenreif, daher benutze ich das alte Web UI via Browser. Ich schlage ein Rollback vor, und die App von neu auf mit echten Menschen zu entwickeln. Folgendes fehlt: Zahlungssuchfunktion, Zahlungen kopieren zu können, Auftragsünersicht, Kontakt er.",2021-05-28 06:34:15
1,"Viel weniger Funktionen, langsamer und das Scannen der Rechnungen funktioniert auch schlechter. Ich habe selten einen solchen Rückschritt bei einer neuen App erlebt. Wenigstens sieht sie gut aus und ist sinvoll / übersichtlich aufgebaut.",2021-05-27 14:06:31
1,"Unglaublich schlecht. ich gehe jetzt wieder über den Browser, Obwohl ich da auch keine Logik erkennen lässt",2021-05-27 11:32:19
1,"Der aller grösste Mist den die Post seit über 50 Jahren auf den Markt gebracht hat! Finger Scanner funktioniert zu 99% nicht und wer zum Geier führt das Gelbe Kästchen dauernd mit sich? Wie bereits bedchrieben, dieses App ist der grösste Schrott",2021-05-27 10:04:04
1,"Unbrauchbare App. Scan+Pay funktioniert mehrheitlich nicht. Die App Oberfläche ist unübersichtlich und verwirrend. Alte Zahlungsvorlagen wurden nicht übernommen. Die alte Oberfläche war TOP! Aber es interessiert ja niemanden, was die Kundschaft darüber denkt.",2021-05-27 09:36:39
1,"Einfach nur mies, überlege mir einen Wechsel zu einer anderen Bank!!!",2021-05-27 08:08:52
1,"24.5. Seit dem Update kann man diese App nicht mehr gebrauchen. Früher war alles machbar wie auf dem PC, jetzt nur noch Werbung und in App Kauf. Schade, sie war mal sehr gut... 27.5. Weshalb wird auf Updates verwiesen, die bald kommen sollen, wenn doch eine brauchbare App vorhanden gewesen wäre? Einfach rückgängig machen, fertig! Liebe Postfinance, die alte App hat mich überzeugt. Die neue muss schon eine Steigerung um mehrere hundert Prozent hinlegen um mich noch zu überzeugen...",2021-05-27 06:10:56
1,"Update finde ich unübersichlich, muss jedes Mal suchen wenn ich etwas möchte. Für mich ein klarer, unnötiger Rückschritt. Bei Transaktionen sehe ich nur den Betrag, für die Details muss ich jede Transaktion einzeln antippen. Die Ansicht lässt sich nicht mit mehr Details anreichern und ist somit nur mühsam :-(",2021-05-26 21:06:17
1,"Seit dem update, welches einem aufgezwungen wurde, ist es eine risen Katastrophe. Zahlunsvorlagen, sowie eine menge anderer Funktionen existieren nicht mehr. Noch nie habe ich ein Update erlebt, welches eine App so massiv verschlechterte. Der Appentwickler sollte dafür lebenslanges Computerverbot erhalten! Überlege mir das Konto aufzulösen.",2021-05-26 20:07:40
2,"Obwohl die Dienstleistungen der Postfinance immer teurer werden, wurde mit der Einführung der neuen App ein grosser Rückschritt gemacht. Ich sehe nicht ein, wieso die eigentlich bewährte alte App ersetzt wurde. Der Funktionsumfang der neuen App ist (noch?) sehr eingeschränkt und das Wichtigste, das Login-Verfahren, funktioniert nur sehr unzuverlässig. Schade! Ich hoffe, hier wird noch viel investiert.",2021-05-26 19:40:22
1,"""Scan and pray"". Die einzige nützliche Funktion geht nicht mehr. Früher gings. Statt neuer Version hätte man die app auch abschaffen können, käm aufs gleiche raus...",2021-05-26 19:30:48
1,"Phänomenal katastrophal! Wo finde ich die Übersicht über sämtliche getätigte Zahlungen? (Kopierfunktion?) Die neue App ist eine reine Zumutung - ich zweifelte bereits an meiner mentalen Verfassung, da ich die Miete neuerdings an den Zahnarzt zu überweisen scheine... auch der Kontostand ist nie aktuell (vorher waren ""pendente Zahlungen"" immer per sofort ersichtlich und der effektive Kontostand somit eingeblendet) ist es technisch irgendwie möglich, wieder die alte Version zu verwenden? Puh.",2021-05-26 19:23:02
1,"Bitte gebt mir die alte App zurück!!!!! Die neue ist nichtmal 1 stern wert, total unübersichtlich, 10 mal irgendwo drücken um auf was zu kommen was vorher alles direkt sichtbar war! Meine zahlungsvorlagen alle verschwunden und ständig alles sucher weil nicht wie vorher alles direkt ersichtlich.. da überlegt man sich ja wieder altmodisch auf die poststelle zu gehen..",2021-05-26 19:16:51
1,"Negatlvzins, unbrauchbare App, schade. Es geht bergab mit pf",2021-05-26 17:26:23
1,"Probleme werden seit 1,5 Monaten laufend gemeldet... machen eure Entwickler alle blau? Login nur mit Finger - katastrophal Scan & Pay - funktioniert nicht Man wird öfters aus dem Programm geworfen = Login... unglaublich. Und das ganze auch noch mit erneuten Preiserhöhungen ein Skandal!",2021-05-26 15:56:15
1,Die alte App war super.... Wieso muss man immer alles verschlechter.. Kann selten mal ein Einzahlungsschein scannen. Und dan noch Geld verlangen für diese ********.......,2021-05-26 15:31:01
1,"Mit der neuen App lassen sich Einzahlungsscheine nicht mehr einscannen und ich sitze jetzt wieder am manuell abtippen. Mehrere Anfragen beim Support werden nicht Ernst genommen und mit Floskeln beantwortet (Typ: Updaten Sie bitte ihren Virenscanner). Antwort auf die Antwort von Postfinance: Genau das, was Sie beschreiben, funktioniert mit der neuen App nicht mehr (Einscannen von Referenznummern quer) und ich versuche dies der Postfinance nun schon seit Wochen mitzuteilen, jedoch ohne Erfolg.",2021-05-26 15:26:24
4,Schönes Designe und schnell....aber wo sind all die funktionen hin? keine Ebill Rechnungen mehr einsehbar und modifizierbar.,2021-05-26 07:23:01
1,Einfach nur nervig! Ständige Verzögerungen! Oft nicht nutzbar! Twint Zahlungen kommt nicht oder erst am Tag danach an!,2021-05-25 21:38:39
1,"Es ist eine Frechheit. Seit den letzten Monaten geht nichts mehr. Funktionen wie schnell Überweisungen sind weg, dauerhafte Störungen, Updates und Behebungen. Ich konnte letztens nicht einmal meine eigene persönlichen Einstellungen ändern. Post nicht mehr mit mir. Habe mir schon lange überlegt die Konten aufzulösen. Werde dies nun vollziehen. Schade, aber ihr macht einen schlechten Job. Das alles neue einen Anfang hat ist verständlich aber ihr werdet nur schlechter und schlechter. Bitter...",2021-05-25 21:27:55
3,Kompliziertes login,2021-05-25 21:05:08
1,"Leider funktioniert die App sehr oft nicht. Login geht nicht, push-Benachrichtugungen kommen erst etwa nach 5min und/oder fehlerhaft.",2021-05-25 19:35:07
1,"Unmöglich langes und unübersichtliches Prozedere, um sich neu anzumelden. Hat einige Nerven gekostet. Und wo liegt nun der Vorteil für den Nutzer?",2021-05-25 19:10:14
3,Intuitiv und einfach zu bedienen. Man muss sich am Anfang an das neue Design gewöhnen.,2021-05-25 15:21:16
1,Stürtz die ganze zeit ab. Leider nicht mehr brauchbar diese App.,2021-05-25 14:08:56
1,Sehr schlecht,2021-05-25 11:41:39
1,"seit die neue version kam funktioniert gar nichts mehr... habe gedacht, ich gebe etwas zeit aber auch nach mehreren wochen immernoch funktionsunfähig...",2021-05-25 09:40:56
1,Die Vorgaenger App war massiv besser. Jetzt ist es einfach nur schlecht.,2021-05-25 09:22:42
